,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,bpm,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,bpm_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,bpm_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,bpm_max_opp,team_opp,total_opp,home_opp,season,date,won
291,240.0,240.0,34.0,82.0,0.415,12.0,37.0,0.324,24.0,39.0,0.615,12.0,41.0,53.0,24.0,6.0,1.0,7.0,17.0,104.0,,,0.524,0.488,0.451,0.476,23.1,89.1,54.1,70.6,6.5,2.0,6.6,100.0,113.0,85.8,,,,11.0,18.0,0.667,4.0,7.0,0.571,5.0,8.0,1.0,6.0,12.0,13.0,6.0,2.0,1.0,1.0,3.0,29.0,25.2,28.0,0.734,0.722,0.833,1.6,19.2,45.7,22.0,48.8,4.1,4.8,25.0,43.7,155.0,93.0,24.1,CLE,104,1,0,240.0,240.0,29.0,76.0,0.382,6.0,25.0,0.24,15.0,17.0,0.882,5.0,40.0,45.0,16.0,1.0,2.0,14.0,29.0,79.0,,,0.473,0.421,0.329,0.224,10.9,76.9,45.9,55.2,1.1,4.4,14.4,100.0,85.8,113.0,,,,5.0,11.0,1.0,2.0,6.0,0.5,6.0,6.0,1.0,2.0,6.0,7.0,4.0,1.0,1.0,3.0,4.0,11.0,7.8,7.0,1.031,1.0,1.0,1.2,12.7,21.5,13.1,40.3,3.0,4.9,34.0,40.6,124.0,122.0,4.4,ORL,79,0,2016,2016-01-02,True
292,240.0,240.0,40.0,83.0,0.482,6.0,20.0,0.3,19.0,24.0,0.792,9.0,44.0,53.0,19.0,8.0,2.0,19.0,19.0,105.0,,,0.561,0.518,0.241,0.289,23.1,93.6,61.6,47.5,7.9,3.5,16.9,100.0,104.3,97.3,,,,13.0,22.0,0.667,2.0,6.0,0.4,6.0,6.0,1.0,4.0,11.0,14.0,5.0,4.0,1.0,5.0,4.0,31.0,23.1,15.0,0.644,0.667,0.5,0.667,12.5,32.2,18.2,34.7,5.0,2.8,100.0,28.5,144.0,103.0,9.6,NOP,105,0,1,240.0,240.0,36.0,83.0,0.434,10.0,26.0,0.385,16.0,19.0,0.842,3.0,30.0,33.0,20.0,10.0,2.0,13.0,17.0,98.0,,,0.536,0.494,0.313,0.229,6.4,76.9,38.4,55.6,9.9,3.2,12.5,100.0,97.3,104.3,,,,8.0,21.0,1.0,4.0,10.0,0.5,6.0,8.0,1.0,2.0,7.0,9.0,5.0,4.0,1.0,4.0,4.0,24.0,14.6,6.0,1.0,1.0,0.769,0.381,7.8,37.4,21.2,29.0,5.5,5.8,31.1,34.2,200.0,111.0,3.0,DAL,98,1,2016,2016-01-02,True
293,240.0,240.0,36.0,83.0,0.434,10.0,26.0,0.385,16.0,19.0,0.842,3.0,30.0,33.0,20.0,10.0,2.0,13.0,17.0,98.0,,,0.536,0.494,0.313,0.229,6.4,76.9,38.4,55.6,9.9,3.2,12.5,100.0,97.3,104.3,,,,8.0,21.0,1.0,4.0,10.0,0.5,6.0,8.0,1.0,2.0,7.0,9.0,5.0,4.0,1.0,4.0,4.0,24.0,14.6,6.0,1.0,1.0,0.769,0.381,7.8,37.4,21.2,29.0,5.5,5.8,31.1,34.2,200.0,111.0,3.0,DAL,98,1,0,240.0,240.0,40.0,83.0,0.482,6.0,20.0,0.3,19.0,24.0,0.792,9.0,44.0,53.0,19.0,8.0,2.0,19.0,19.0,105.0,,,0.561,0.518,0.241,0.289,23.1,93.6,61.6,47.5,7.9,3.5,16.9,100.0,104.3,97.3,,,,13.0,22.0,0.667,2.0,6.0,0.4,6.0,6.0,1.0,4.0,11.0,14.0,5.0,4.0,1.0,5.0,4.0,31.0,23.1,15.0,0.644,0.667,0.5,0.667,12.5,32.2,18.2,34.7,5.0,2.8,100.0,28.5,144.0,103.0,9.6,NOP,105,0,2016,2016-01-02,False
294,265.0,265.0,44.0,105.0,0.419,5.0,30.0,0.167,15.0,23.0,0.652,24.0,28.0,52.0,27.0,7.0,0.0,13.0,23.0,108.0,,,0.469,0.443,0.286,0.219,38.7,75.7,52.5,61.4,7.0,0.0,10.1,100.0,108.0,111.0,,,,9.0,25.0,0.667,2.0,10.0,0.25,5.0,8.0,1.0,9.0,12.0,13.0,7.0,2.0,0.0,5.0,4.0,24.0,19.4,12.0,0.636,0.667,0.667,0.8,26.7,34.7,22.4,24.4,2.7,0.0,100.0,67.1,139.0,117.0,8.8,DEN,108,0,1,265.0,265.0,43.0,86.0,0.5,10.0,28.0,0.357,15.0,23.0,0.652,9.0,38.0,47.0,34.0,9.0,5.0,14.0,22.0,111.0,,,0.577,0.558,0.326,0.267,24.3,61.3,47.5,79.1,9.0,6.7,12.7,100.0,111.0,108.0,,,,11.0,27.0,0.875,5.0,9.0,0.556,5.0,8.0,1.0,4.0,13.0,17.0,14.0,4.0,2.0,3.0,6.0,29.0,37.6,17.0,0.938,0.938,0.833,2.0,23.8,25.4,23.7,54.8,7.4,5.7,27.3,33.2,149.0,118.0,24.8,GSW,111,1,2016,2016-01-02,False
295,265.0,265.0,43.0,86.0,0.5,10.0,28.0,0.357,15.0,23.0,0.652,9.0,38.0,47.0,34.0,9.0,5.0,14.0,22.0,111.0,,,0.577,0.558,0.326,0.267,24.3,61.3,47.5,79.1,9.0,6.7,12.7,100.0,111.0,108.0,,,,11.0,27.0,0.875,5.0,9.0,0.556,5.0,8.0,1.0,4.0,13.0,17.0,14.0,4.0,2.0,3.0,6.0,29.0,37.6,17.0,0.938,0.938,0.833,2.0,23.8,25.4,23.7,54.8,7.4,5.7,27.3,33.2,149.0,118.0,24.8,GSW,111,1,0,265.0,265.0,44.0,105.0,0.419,5.0,30.0,0.167,15.0,23.0,0.652,24.0,28.0,52.0,27.0,7.0,0.0,13.0,23.0,108.0,,,0.469,0.443,0.286,0.219,38.7,75.7,52.5,61.4,7.0,0.0,10.1,100.0,108.0,111.0,,,,9.0,25.0,0.667,2.0,10.0,0.25,5.0,8.0,1.0,9.0,12.0,13.0,7.0,2.0,0.0,5.0,4.0,24.0,19.4,12.0,0.636,0.667,0.667,0.8,26.7,34.7,22.4,24.4,2.7,0.0,100.0,67.1,139.0,117.0,8.8,DEN,108,0,2016,2016-01-02,True
296,240.0,240.0,33.0,93.0,0.355,3.0,20.0,0.15,13.0,23.0,0.565,12.0,36.0,48.0,17.0,5.0,2.0,10.0,18.0,82.0,,,0.398,0.371,0.215,0.247,22.6,85.7,50.5,51.5,5.3,3.6,8.8,100.0,86.2,98.9,,,,6.0,19.0,0.6,2.0,7.0,0.4,4.0,8.0,1.0,7.0,11.0,18.0,5.0,1.0,2.0,2.0,3.0,16.0,10.2,11.0,0.74,0.6,1.0,0.8,17.7,35.1,25.4,33.9,3.2,4.9,50.0,30.2,158.0,105.0,14.6,DET,82,0,1,240.0,240.0,33.0,73.0,0.452,7.0,18.0,0.389,21.0,29.0,0.724,6.0,41.0,47.0,11.0,7.0,9.0,14.0,22.0,94.0,,,0.548,0.5,0.247,0.397,14.3,77.4,49.5,33.3,7.4,12.3,14.0,100.0,98.9,86.2,,,,9.0,18.0,0.875,4.0,7.0,1.0,10.0,12.0,1.0,2.0,13.0,14.0,3.0,1.0,2.0,7.0,4.0,32.0,21.7,16.0,0.922,0.938,0.625,1.0,11.1,36.1,21.7,22.4,3.3,12.7,23.1,45.1,152.0,93.0,10.6,IND,94,1,2016,2016-01-02,False
297,240.0,240.0,33.0,73.0,0.452,7.0,18.0,0.389,21.0,29.0,0.724,6.0,41.0,47.0,11.0,7.0,9.0,14.0,22.0,94.0,,,0.548,0.5,0.247,0.397,14.3,77.4,49.5,33.3,7.4,12.3,14.0,100.0,98.9,86.2,,,,9.0,18.0,0.875,4.0,7.0,1.0,10.0,12.0,1.0,2.0,13.0,14.0,3.0,1.0,2.0,7.0,4.0,32.0,21.7,16.0,0.922,0.938,0.625,1.0,11.1,36.1,21.7,22.4,3.3,12.7,23.1,45.1,152.0,93.0,10.6,IND,94,1,0,240.0,240.0,33.0,93.0,0.355,3.0,20.0,0.15,13.0,23.0,0.565,12.0,36.0,48.0,17.0,5.0,2.0,10.0,18.0,82.0,,,0.398,0.371,0.215,0.247,22.6,85.7,50.5,51.5,5.3,3.6,8.8,100.0,86.2,98.9,,,,6.0,19.0,0.6,2.0,7.0,0.4,4.0,8.0,1.0,7.0,11.0,18.0,5.0,1.0,2.0,2.0,3.0,16.0,10.2,11.0,0.74,0.6,1.0,0.8,17.7,35.1,25.4,33.9,3.2,4.9,50.0,30.2,158.0,105.0,14.6,DET,82,0,2016,2016-01-02,True
298,240.0,240.0,41.0,89.0,0.461,9.0,23.0,0.391,8.0,17.0,0.471,9.0,24.0,33.0,30.0,8.0,4.0,12.0,21.0,99.0,,,0.513,0.511,0.258,0.191,18.0,80.0,41.3,73.2,8.1,6.9,11.1,100.0,100.1,131.5,,,,10.0,14.0,0.714,6.0,8.0,0.75,3.0,6.0,0.5,3.0,5.0,8.0,10.0,3.0,2.0,2.0,3.0,23.0,17.7,1.0,0.9,0.9,0.8,0.857,12.9,46.6,21.5,56.3,7.9,7.2,25.0,43.6,144.0,139.0,11.9,PHI,99,0,1,240.0,240.0,49.0,81.0,0.605,12.0,23.0,0.522,20.0,25.0,0.8,6.0,41.0,47.0,28.0,7.0,6.0,15.0,17.0,130.0,,,0.707,0.679,0.284,0.309,20.0,82.0,58.8,57.1,7.1,9.1,14.0,100.0,131.5,100.1,,,,11.0,16.0,1.0,4.0,7.0,0.8,6.0,7.0,1.0,2.0,11.0,13.0,14.0,4.0,2.0,3.0,5.0,26.0,21.7,23.0,1.0,1.0,0.875,1.333,34.0,75.0,46.9,62.0,8.0,12.6,75.0,35.4,158.0,108.0,13.9,LAC,130,1,2016,2016-01-02,False
299,240.0,240.0,49.0,81.0,0.605,12.0,23.0,0.522,20.0,25.0,0.8,6.0,41.0,47.0,28.0,7.0,6.0,15.0,17.0,130.0,,,0.707,0.679,0.284,0.309,20.0,82.0,58.8,57.1,7.1,9.1,14.0,100.0,131.5,100.1,,,,11.0,16.0,1.0,4.0,7.0,0.8,6.0,7.0,1.0,2.0,11.0,13.0,14.0,4.0,2.0,3.0,5.0,26.0,21.7,23.0,1.0,1.0,0.875,1.333,34.0,75.0,46.9,62.0,8.0,12.6,75.0,35.4,158.0,108.0,13.9,LAC,130,1,0,240.0,240.0,41.0,89.0,0.461,9.0,23.0,0.391,8.0,17.0,0.471,9.0,24.0,33.0,30.0,8.0,4.0,12.0,21.0,99.0,,,0.513,0.511,0.258,0.191,18.0,80.0,41.3,73.2,8.1,6.9,11.1,100.0,100.1,131.5,,,,10.0,14.0,0.714,6.0,8.0,0.75,3.0,6.0,0.5,3.0,5.0,8.0,10.0,3.0,2.0,2.0,3.0,23.0,17.7,1.0,0.9,0.9,0.8,0.857,12.9,46.6,21.5,56.3,7.9,7.2,25.0,43.6,144.0,139.0,11.9,PHI,99,0,2016,2016-01-02,True
300,240.0,240.0,32.0,75.0,0.427,8.0,16.0,0.5,23.0,28.0,0.821,11.0,37.0,48.0,20.0,7.0,5.0,13.0,18.0,95.0,,,0.544,0.48,0.213,0.373,26.2,69.8,50.5,62.5,7.8,7.1,13.0,100.0,105.4,94.3,,,,7.0,13.0,1.0,3.0,6.0,0.6,5.0,6.0,1.0,4.0,8.0,10.0,6.0,2.0,3.0,4.0,4.0,19.0,21.0,20.0,1.0,1.0,0.6,0.857,16.9,23.9,18.7,27.3,10.2,5.9,27.1,34.4,200.0,101.0,15.5,MIL,95,0,1,240.0,240.0,33.0,84.0,0.393,3.0,14.0,0.214,16.0,24.0,0.667,16.0,31.0,47.0,19.0,10.0,6.0,16.0,18.0,85.0,,,0.449,0.411,0.167,0.286,30.2,73.8,49.5,57.6,11.1,10.2,14.5,100.0,94.3,105.4,,,,7.0,17.0,1.0,2.0,3.0,0.667,5.0,9.0,1.0,3.0,7.0,10.0,7.0,3.0,3.0,4.0,4.0,19.0,17.2,9.0,1.042,1.0,0.5,1.0,18.7,34.8,19.3,36.8,4.8,14.2,38.8,30.9,214.0,118.0,10.7,MIN,85,1,2016,2016-01-02,True
301,240.0,240.0,33.0,84.0,0.393,3.0,14.0,0.214,16.0,24.0,0.667,16.0,31.0,47.0,19.0,10.0,6.0,16.0,18.0,85.0,,,0.449,0.411,0.167,0.286,30.2,73.8,49.5,57.6,11.1,10.2,14.5,100.0,94.3,105.4,,,,7.0,17.0,1.0,2.0,3.0,0.667,5.0,9.0,1.0,3.0,7.0,10.0,7.0,3.0,3.0,4.0,4.0,19.0,17.2,9.0,1.042,1.0,0.5,1.0,18.7,34.8,19.3,36.8,4.8,14.2,38.8,30.9,214.0,118.0,10.7,MIN,85,1,0,240.0,240.0,32.0,75.0,0.427,8.0,16.0,0.5,23.0,28.0,0.821,11.0,37.0,48.0,20.0,7.0,5.0,13.0,18.0,95.0,,,0.544,0.48,0.213,0.373,26.2,69.8,50.5,62.5,7.8,7.1,13.0,100.0,105.4,94.3,,,,7.0,13.0,1.0,3.0,6.0,0.6,5.0,6.0,1.0,4.0,8.0,10.0,6.0,2.0,3.0,4.0,4.0,19.0,21.0,20.0,1.0,1.0,0.6,0.857,16.9,23.9,18.7,27.3,10.2,5.9,27.1,34.4,200.0,101.0,15.5,MIL,95,0,2016,2016-01-02,False
302,240.0,240.0,43.0,83.0,0.518,10.0,29.0,0.345,23.0,28.0,0.821,4.0,21.0,25.0,27.0,9.0,7.0,16.0,28.0,119.0,,,0.624,0.578,0.349,0.337,10.0,67.7,35.2,62.8,8.6,10.9,14.4,100.0,113.4,135.4,,,,9.0,19.0,1.0,2.0,5.0,1.0,7.0,8.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,23.0,20.6,1.0,1.5,1.5,1.0,1.5,8.5,36.1,15.8,43.5,5.5,8.0,66.7,29.3,155.0,144.0,8.6,PHO,119,0,1,240.0,240.0,53.0,87.0,0.609,9.0,23.0,0.391,27.0,34.0,0.794,10.0,36.0,46.0,30.0,9.0,2.0,15.0,23.0,142.0,,,0.696,0.661,0.264,0.391,32.3,90.0,64.8,56.6,8.6,3.7,12.8,100.0,135.4,113.4,,,,11.0,16.0,1.0,2.0,5.0,0.5,9.0,11.0,1.0,3.0,7.0,9.0,15.0,3.0,1.0,4.0,5.0,32.0,29.1,26.0,1.0,1.0,0.667,1.667,96.1,49.7,69.9,54.5,10.7,5.9,45.7,31.9,172.0,120.0,16.4,SAC,142,1,2016,2016-01-02,False
303,240.0,240.0,53.0,87.0,0.609,9.0,23.0,0.391,27.0,34.0,0.794,10.0,36.0,46.0,30.0,9.0,2.0,15.0,23.0,142.0,,,0.696,0.661,0.264,0.391,32.3,90.0,64.8,56.6,8.6,3.7,12.8,100.0,135.4,113.4,,,,11.0,16.0,1.0,2.0,5.0,0.5,9.0,11.0,1.0,3.0,7.0,9.0,15.0,3.0,1.0,4.0,5.0,32.0,29.1,26.0,1.0,1.0,0.667,1.667,96.1,49.7,69.9,54.5,10.7,5.9,45.7,31.9,172.0,120.0,16.4,SAC,142,1,0,240.0,240.0,43.0,83.0,0.518,10.0,29.0,0.345,23.0,28.0,0.821,4.0,21.0,25.0,27.0,9.0,7.0,16.0,28.0,119.0,,,0.624,0.578,0.349,0.337,10.0,67.7,35.2,62.8,8.6,10.9,14.4,100.0,113.4,135.4,,,,9.0,19.0,1.0,2.0,5.0,1.0,7.0,8.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,23.0,20.6,1.0,1.5,1.5,1.0,1.5,8.5,36.1,15.8,43.5,5.5,8.0,66.7,29.3,155.0,144.0,8.6,PHO,119,0,2016,2016-01-02,True
304,240.0,240.0,37.0,74.0,0.5,9.0,22.0,0.409,20.0,33.0,0.606,8.0,29.0,37.0,26.0,7.0,4.0,16.0,20.0,103.0,,,0.582,0.561,0.297,0.446,20.5,78.4,48.7,70.3,7.4,6.5,15.3,100.0,108.3,127.2,,,,6.0,10.0,0.667,3.0,5.0,1.0,10.0,17.0,1.0,2.0,10.0,12.0,7.0,2.0,4.0,5.0,4.0,22.0,18.7,10.0,0.9,0.9,1.0,1.889,7.9,34.8,20.3,55.2,9.6,12.0,30.6,32.5,156.0,134.0,5.9,HOU,103,0,1,240.0,240.0,45.0,86.0,0.523,13.0,24.0,0.542,18.0,19.0,0.947,8.0,31.0,39.0,31.0,9.0,2.0,11.0,22.0,121.0,,,0.641,0.599,0.279,0.221,21.6,79.5,51.3,68.9,9.5,3.8,10.4,100.0,127.2,108.3,,,,10.0,16.0,0.833,6.0,9.0,1.0,4.0,5.0,1.0,3.0,7.0,9.0,10.0,3.0,1.0,3.0,3.0,24.0,20.1,22.0,1.136,1.0,0.9,0.8,16.2,35.8,19.9,39.6,4.7,10.0,33.3,34.6,250.0,117.0,18.8,SAS,121,1,2016,2016-01-02,False
305,240.0,240.0,45.0,86.0,0.523,13.0,24.0,0.542,18.0,19.0,0.947,8.0,31.0,39.0,31.0,9.0,2.0,11.0,22.0,121.0,,,0.641,0.599,0.279,0.221,21.6,79.5,51.3,68.9,9.5,3.8,10.4,100.0,127.2,108.3,,,,10.0,16.0,0.833,6.0,9.0,1.0,4.0,5.0,1.0,3.0,7.0,9.0,10.0,3.0,1.0,3.0,3.0,24.0,20.1,22.0,1.136,1.0,0.9,0.8,16.2,35.8,19.9,39.6,4.7,10.0,33.3,34.6,250.0,117.0,18.8,SAS,121,1,0,240.0,240.0,37.0,74.0,0.5,9.0,22.0,0.409,20.0,33.0,0.606,8.0,29.0,37.0,26.0,7.0,4.0,16.0,20.0,103.0,,,0.582,0.561,0.297,0.446,20.5,78.4,48.7,70.3,7.4,6.5,15.3,100.0,108.3,127.2,,,,6.0,10.0,0.667,3.0,5.0,1.0,10.0,17.0,1.0,2.0,10.0,12.0,7.0,2.0,4.0,5.0,4.0,22.0,18.7,10.0,0.9,0.9,1.0,1.889,7.9,34.8,20.3,55.2,9.6,12.0,30.6,32.5,156.0,134.0,5.9,HOU,103,0,2016,2016-01-02,True
306,265.0,265.0,33.0,81.0,0.407,7.0,18.0,0.389,14.0,26.0,0.538,8.0,32.0,40.0,17.0,8.0,4.0,13.0,24.0,87.0,,,0.471,0.451,0.222,0.321,17.0,78.0,45.5,51.5,8.5,8.3,12.3,100.0,92.3,97.6,,,,8.0,20.0,0.6,2.0,6.0,1.0,5.0,6.0,0.833,2.0,9.0,10.0,4.0,3.0,2.0,4.0,5.0,20.0,15.1,14.0,0.8,0.8,1.0,0.667,37.6,26.5,20.1,26.7,4.7,18.4,28.6,29.7,138.0,108.0,8.5,MEM,87,0,1,265.0,265.0,31.0,75.0,0.413,9.0,27.0,0.333,21.0,28.0,0.75,9.0,39.0,48.0,17.0,4.0,7.0,17.0,24.0,92.0,,,0.527,0.473,0.36,0.373,22.0,83.0,54.5,54.8,4.2,11.1,16.3,100.0,97.6,92.3,,,,10.0,20.0,1.0,5.0,10.0,1.0,7.0,8.0,1.0,4.0,7.0,11.0,4.0,1.0,4.0,3.0,6.0,32.0,22.5,16.0,1.215,1.25,0.833,6.0,14.7,32.9,21.1,25.6,1.8,10.5,41.0,30.0,129.0,102.0,11.4,UTA,92,1,2016,2016-01-02,False
307,265.0,265.0,31.0,75.0,0.413,9.0,27.0,0.333,21.0,28.0,0.75,9.0,39.0,48.0,17.0,4.0,7.0,17.0,24.0,92.0,,,0.527,0.473,0.36,0.373,22.0,83.0,54.5,54.8,4.2,11.1,16.3,100.0,97.6,92.3,,,,10.0,20.0,1.0,5.0,10.0,1.0,7.0,8.0,1.0,4.0,7.0,11.0,4.0,1.0,4.0,3.0,6.0,32.0,22.5,16.0,1.215,1.25,0.833,6.0,14.7,32.9,21.1,25.6,1.8,10.5,41.0,30.0,129.0,102.0,11.4,UTA,92,1,0,265.0,265.0,33.0,81.0,0.407,7.0,18.0,0.389,14.0,26.0,0.538,8.0,32.0,40.0,17.0,8.0,4.0,13.0,24.0,87.0,,,0.471,0.451,0.222,0.321,17.0,78.0,45.5,51.5,8.5,8.3,12.3,100.0,92.3,97.6,,,,8.0,20.0,0.6,2.0,6.0,1.0,5.0,6.0,0.833,2.0,9.0,10.0,4.0,3.0,2.0,4.0,5.0,20.0,15.1,14.0,0.8,0.8,1.0,0.667,37.6,26.5,20.1,26.7,4.7,18.4,28.6,29.7,138.0,108.0,8.5,MEM,87,0,2016,2016-01-02,True
308,240.0,240.0,40.0,78.0,0.513,10.0,23.0,0.435,22.0,32.0,0.688,7.0,34.0,41.0,23.0,4.0,3.0,11.0,34.0,112.0,,,0.608,0.577,0.295,0.41,21.2,69.4,50.0,57.5,4.3,5.2,10.7,100.0,120.2,113.8,,,,10.0,17.0,1.0,3.0,5.0,1.0,6.0,8.0,1.0,2.0,7.0,9.0,7.0,2.0,1.0,5.0,6.0,25.0,15.1,11.0,0.875,1.0,0.667,2.5,19.1,26.1,20.1,40.5,4.0,3.8,33.3,34.8,165.0,120.0,7.0,POR,112,0,1,240.0,240.0,34.0,80.0,0.425,7.0,22.0,0.318,31.0,48.0,0.646,15.0,26.0,41.0,20.0,7.0,6.0,9.0,25.0,106.0,,,0.524,0.469,0.275,0.6,30.6,78.8,50.0,58.8,7.5,10.9,8.2,100.0,113.8,120.2,,,,8.0,14.0,0.615,2.0,5.0,0.667,11.0,16.0,1.0,6.0,6.0,10.0,7.0,2.0,2.0,2.0,5.0,29.0,25.6,9.0,0.724,0.692,0.667,1.286,21.4,59.6,32.0,36.6,5.3,10.0,25.0,32.9,221.0,130.0,12.8,DEN,106,1,2016,2016-01-03,True
309,240.0,240.0,34.0,80.0,0.425,7.0,22.0,0.318,31.0,48.0,0.646,15.0,26.0,41.0,20.0,7.0,6.0,9.0,25.0,106.0,,,0.524,0.469,0.275,0.6,30.6,78.8,50.0,58.8,7.5,10.9,8.2,100.0,113.8,120.2,,,,8.0,14.0,0.615,2.0,5.0,0.667,11.0,16.0,1.0,6.0,6.0,10.0,7.0,2.0,2.0,2.0,5.0,29.0,25.6,9.0,0.724,0.692,0.667,1.286,21.4,59.6,32.0,36.6,5.3,10.0,25.0,32.9,221.0,130.0,12.8,DEN,106,1,0,240.0,240.0,40.0,78.0,0.513,10.0,23.0,0.435,22.0,32.0,0.688,7.0,34.0,41.0,23.0,4.0,3.0,11.0,34.0,112.0,,,0.608,0.577,0.295,0.41,21.2,69.4,50.0,57.5,4.3,5.2,10.7,100.0,120.2,113.8,,,,10.0,17.0,1.0,3.0,5.0,1.0,6.0,8.0,1.0,2.0,7.0,9.0,7.0,2.0,1.0,5.0,6.0,25.0,15.1,11.0,0.875,1.0,0.667,2.5,19.1,26.1,20.1,40.5,4.0,3.8,33.3,34.8,165.0,120.0,7.0,POR,112,0,2016,2016-01-03,False
310,240.0,240.0,32.0,89.0,0.36,6.0,27.0,0.222,7.0,9.0,0.778,9.0,36.0,45.0,16.0,8.0,4.0,14.0,20.0,77.0,,,0.414,0.393,0.303,0.101,16.7,80.0,45.5,50.0,8.3,6.5,13.1,100.0,79.6,100.3,,,,10.0,25.0,0.5,3.0,9.0,0.333,4.0,4.0,1.0,3.0,9.0,9.0,9.0,4.0,3.0,2.0,6.0,25.0,16.7,16.0,0.538,0.536,0.667,0.5,20.2,35.6,16.7,46.3,11.3,8.6,100.0,60.0,99.0,110.0,4.1,PHO,77,0,1,240.0,240.0,38.0,84.0,0.452,8.0,22.0,0.364,13.0,17.0,0.765,9.0,45.0,54.0,26.0,8.0,7.0,16.0,16.0,97.0,,,0.53,0.5,0.262,0.202,20.0,83.3,54.5,68.4,8.3,11.3,14.9,100.0,100.3,79.6,,,,11.0,17.0,0.7,6.0,7.0,0.857,3.0,4.0,1.0,4.0,10.0,14.0,7.0,3.0,3.0,3.0,4.0,30.0,26.6,26.0,0.819,0.824,0.667,0.5,17.4,55.7,36.5,31.6,4.4,8.1,30.0,29.5,138.0,91.0,18.4,LAL,97,1,2016,2016-01-03,False
311,240.0,240.0,38.0,84.0,0.452,8.0,22.0,0.364,13.0,17.0,0.765,9.0,45.0,54.0,26.0,8.0,7.0,16.0,16.0,97.0,,,0.53,0.5,0.262,0.202,20.0,83.3,54.5,68.4,8.3,11.3,14.9,100.0,100.3,79.6,,,,11.0,17.0,0.7,6.0,7.0,0.857,3.0,4.0,1.0,4.0,10.0,14.0,7.0,3.0,3.0,3.0,4.0,30.0,26.6,26.0,0.819,0.824,0.667,0.5,17.4,55.7,36.5,31.6,4.4,8.1,30.0,29.5,138.0,91.0,18.4,LAL,97,1,0,240.0,240.0,32.0,89.0,0.36,6.0,27.0,0.222,7.0,9.0,0.778,9.0,36.0,45.0,16.0,8.0,4.0,14.0,20.0,77.0,,,0.414,0.393,0.303,0.101,16.7,80.0,45.5,50.0,8.3,6.5,13.1,100.0,79.6,100.3,,,,10.0,25.0,0.5,3.0,9.0,0.333,4.0,4.0,1.0,3.0,9.0,9.0,9.0,4.0,3.0,2.0,6.0,25.0,16.7,16.0,0.538,0.536,0.667,0.5,20.2,35.6,16.7,46.3,11.3,8.6,100.0,60.0,99.0,110.0,4.1,PHO,77,0,2016,2016-01-03,True
312,240.0,240.0,37.0,84.0,0.44,8.0,26.0,0.308,15.0,20.0,0.75,8.0,24.0,32.0,26.0,11.0,5.0,15.0,14.0,97.0,,,0.523,0.488,0.31,0.238,19.0,66.7,41.0,70.3,11.5,8.1,13.9,100.0,101.4,116.0,,,,6.0,13.0,1.0,4.0,7.0,0.571,7.0,10.0,1.0,5.0,4.0,9.0,6.0,5.0,3.0,4.0,4.0,19.0,19.4,3.0,1.0,1.0,1.0,0.769,16.7,44.4,20.5,76.2,7.3,12.8,50.0,31.4,131.0,127.0,6.2,ATL,97,0,1,240.0,240.0,44.0,88.0,0.5,11.0,26.0,0.423,12.0,14.0,0.857,12.0,34.0,46.0,27.0,8.0,7.0,16.0,19.0,111.0,,,0.589,0.563,0.295,0.159,33.3,81.0,59.0,61.4,8.4,12.1,14.5,100.0,116.0,101.4,,,,14.0,17.0,0.824,7.0,8.0,0.875,3.0,4.0,1.0,5.0,6.0,11.0,7.0,3.0,3.0,5.0,4.0,38.0,32.2,13.0,1.013,1.029,0.471,0.4,22.6,39.4,22.9,75.2,17.3,8.4,66.7,45.1,186.0,108.0,20.7,NYK,111,1,2016,2016-01-03,False
